Stream,Date,ObjectID,Tag,Species,Site.Type,Stream.Width.m,Mesohabitat,Depth.cm,Velocity.ms,Substrate,Substrate.Feature,Terrestrial Vegetation,Surface Turbulence,Aquatic Vegetation,Woody Debris,Terrestrial Vegetation ,Undercut Bank,Instream Cover,Canopy.Cover,Latitude,Longitude,Notes.x,x,y,Data.Changes
West Clear,3/16/2022 0:00,240,175,Black Bass,Occupied,8.45,Riffle,65,0,Pebble,0,0,0,0,0.4,0,0,0.4,Yes,-111.685047,34.538312,NA,-111.6850411,34.5382812,NA
West Clear,3/16/2022 0:00,241,162,Black Bass,Available,8.44,Riffle,70,0.29,Cobble,0,0,0,0,0.5,0,0,0.5,Yes,-111.685053,34.538308,NA,-111.685036,34.5383231,NA
West Clear,3/16/2022 0:00,242,NA,NA,Available,8.88,Riffle,NA,NA,NA,0,0,0,0,0,0,0,0,Yes,-111.685003,34.538297,A little sketch ,-111.6850101,34.5382864,NA
West Clear,3/16/2022 0:00,243,NA,NA,Available,11.95,Riffle,25,0.65,Cobble,0.1,0,0,0,0,0,0,0.1,Yes,-111.684878,34.538387,NA,-111.6850397,34.5384813,NA
West Clear,3/16/2022 0:00,244,NA,NA,Available,10.98,Riffle,48,0.64,Pebble,0.15,0,0,0,0,0,0,0.15,Yes,-111.684773,34.538352,NA,-111.6848942,34.5384469,NA
West Clear,3/16/2022 0:00,245,173,Black Bass,Occupied,12.3,Riffle,33,0.36,Boulder,0.3,0,0,0,0,0,0,0.3,No,-111.676848,34.535688,NA,-111.6848143,34.5384231,NA
West Clear,3/16/2022 0:00,246,NA,NA,Available,13.3,Riffle,56,0.23,Boulder,0.4,0,0.05,0,0,0,0,0.45,No,-111.684682,34.538402,NA,-111.6848038,34.5384163,NA
West Clear,3/16/2022 0:00,247,NA,NA,Available,12.43,Riffle,63,0.87,Cobble,0.2,0,0,0,0,0,0,0.2,Yes,-111.684645,34.53838,NA,-111.6847006,34.5384104,NA
West Clear,3/16/2022 0:00,248,NA,NA,Available,12.62,Riffle,38,0.12,Boulder,0.4,0,0.05,0,0,0,0,0.45,Yes,-111.684563,34.538407,NA,-111.6846415,34.5384819,NA
West Clear,3/16/2022 0:00,249,NA,NA,Available,11.4,Riffle,50,0.14,Boulder,0.5,0,0.2,0,0,0,0,0.7,No,-111.684525,34.538542,NA,-111.6846161,34.5384108,NA
West Clear,3/16/2022 0:00,250,NA,NA,Available,12.2,Riffle,22,0.23,Silt,0,0,0,0.3,0.2,0,0,0.5,Yes,-111.684345,34.538432,NA,-111.6845797,34.538501,NA
West Clear,3/16/2022 0:00,251,NA,NA,Available,10.9,Riffle,65,0.47,Cobble,0.1,0,0,0,0,0,0,0.1,No,-111.68442,34.538497,NA,-111.6844512,34.5385572,NA
West Clear,3/16/2022 0:00,252,NA,NA,Available,12.4,Riffle,26,0.34,Silt,0,0,0,0.8,0,0,0,0.8,Yes,-111.684358,34.538532,NA,-111.6844062,34.5385059,NA
West Clear,3/16/2022 0:00,253,NA,NA,Available,15.6,Pool,66,0.4,Boulder,0.3,0,0,0,0,0,0,0.3,No,-111.68411,34.538427,NA,-111.6843948,34.5385047,NA
West Clear,3/16/2022 0:00,254,185,Black Bass,Occupied,15.6,Pool,50,0,Gravel,0.2,0,0,0,0,0,0,0.2,No,-111.68417,34.538407,NA,-111.6842785,34.5385183,NA
West Clear,3/16/2022 0:00,255,181,Black Bass,Occupied,15.6,Pool,60,0.14,Gravel,0,0,0,0,0,0,0,0,No,-111.684172,34.538523,NA,-111.6842739,34.5385497,NA
West Clear,3/16/2022 0:00,256,NA,NA,Available,15.6,Pool,71,0.19,Boulder,0.6,0,0,0,0,0,0,0.6,No,-111.684122,34.538535,NA,-111.684285,34.5385804,NA
West Clear,3/16/2022 0:00,257,NA,NA,Available,14.6,Pool,53,0.12,Cobble,0.1,0,0,0,0,0,0,0.1,Yes,-111.684013,34.538365,NA,-111.6841039,34.5386241,NA
West Clear,3/16/2022 0:00,258,NA,NA,Available,13.69,Pool,88,0.15,Cobble,0,0,0,0,0,0,0,0,No,-111.68391,34.538483,NA,-111.6841331,34.5386128,NA
West Clear,3/16/2022 0:00,259,NA,NA,Available,11.01,Pool,67,0,Silt,0,0.3,0,0,0,0,0,0.3,Yes,-111.683948,34.538588,NA,-111.6839828,34.5385369,NA
West Clear,3/16/2022 0:00,260,160,Black Bass,Occupied,9.94,Riffle,>150,NA,NA,0,0,0,0,0,0,0,0,NA,-111.683912,34.538592,NA,-111.6839071,34.5386158,NA
West Clear,3/16/2022 0:00,261,NA,NA,Available,9.91,Riffle,61,0.07,Silt,0,0,0,0,0.3,0,0,0.3,Yes,-111.683917,34.538598,NA,-111.6839218,34.5385672,NA
West Clear,3/16/2022 0:00,262,184,Black Bass,Occupied,9.98,Riffle,>150,NA,NA,0,0,0,0,0,0,0,0,NA,-111.683852,34.538597,NA,-111.6839176,34.5385451,NA
West Clear,3/16/2022 0:00,263,NA,NA,Available,9.98,Riffle,>150,NA,NA,0,0,0,0,0,0,0,0,NA,-111.683823,34.538618,NA,-111.6838068,34.5386082,NA
West Clear,3/16/2022 0:00,264,NA,NA,Available,7.96,Riffle,80,0.06,NA,0,0,0.1,0,0.1,0,0,0.2,Yes,-111.683733,34.538653,NA,-111.6838302,34.538621,NA
West Clear,3/16/2022 0:00,265,182,Black Bass,Occupied,7.74,Riffle,62,0,Gravel,0,0,0,0,0.1,0,0,0.1,Yes,-111.68374,34.538653,NA,-111.6837362,34.5386898,NA
West Clear,3/16/2022 0:00,266,NA,NA,Available,8.07,Riffle,38,0,Cobble,0.2,0,0.2,0,0,0,0,0.4,Yes,-111.683653,34.538668,NA,-111.6836337,34.5386917,NA
West Clear,3/16/2022 0:00,267,NA,NA,Available,6.76,Riffle,24,0.19,Cobble,0.2,0,0.05,0,0,0,0,0.25,Yes,-111.683558,34.53868,NA,-111.6836463,34.538656,NA
West Clear,3/16/2022 0:00,268,199,Black Bass,Occupied,8.22,Riffle,<150,NA,NA,0,0,0,0,0,0,0,0,NA,-111.68373,34.538662,Not safe to measure,-111.6836905,34.5386338,NA
West Clear,3/16/2022 0:00,269,NA,NA,Available,6.15,Riffle,28,0.44,Cobble,0.2,0,0,0,0,0,0,0.2,Yes,-111.683482,34.53857,NA,-111.6837639,34.5386796,NA
West Clear,3/16/2022 0:00,270,NA,NA,Available,9,Riffle,32,0.21,Silt,0.1,0,0,0.1,0,0,0,0.2,No,-111.683417,34.538608,NA,-111.6835259,34.5386945,NA
West Clear,3/16/2022 0:00,271,NA,NA,Available,9.72,Riffle,61,0.91,Bedrock,0.1,0,0,0,0,0,0,0.1,No,-111.683335,34.538577,NA,-111.6834266,34.5386304,NA
West Clear,3/16/2022 0:00,272,NA,NA,Available,11.75,Riffle,49,0.03,Boulder,0.2,0,0,0,0,0,0,0.2,Yes,-111.683272,34.538523,NA,-111.6833705,34.5386271,NA
West Clear,3/16/2022 0:00,273,NA,NA,Available,8.19,Riffle,60,0.77,Cobble,0.1,0,0.1,0,0,0,0,0.2,Yes,-111.683218,34.538537,NA,-111.683296,34.5386115,NA
West Clear,3/16/2022 0:00,274,NA,NA,Available,8.15,Riffle,48,0.64,Cobble,0.2,0,0.3,0,0,0,0,0.5,No,-111.683168,34.538525,NA,-111.6832236,34.5385562,NA
West Clear,3/16/2022 0:00,275,NA,NA,Available,8.34,Riffle,46,0.66,Cobble,0.2,0,0.2,0,0,0,0,0.4,Yes,-111.683053,34.538457,NA,-111.6831554,34.538534,NA
West Clear,3/16/2022 0:00,276,NA,NA,Available,11.86,Riffle,37,0.21,Boulder,0.2,0,0.2,0,0,0,0,0.4,No,-111.682995,34.538485,NA,-111.6830574,34.5384825,NA
West Clear,3/16/2022 0:00,277,NA,NA,Available,15.47,Riffle,97,0.08,Boulder,0.4,0,0,0,0,0,0,0.4,Yes,-111.699715,34.538447,NA,-111.6830287,34.5384792,NA
West Clear,3/16/2022 0:00,278,NA,NA,Available,19,Riffle,59,0.45,Cobble,0.2,0,0.1,0,0,0,0,0.3,No,-111.682982,34.538392,NA,-111.6830027,34.538472,NA
West Clear,3/16/2022 0:00,279,NA,NA,Available,8.21,Riffle,39,0.14,Gravel,0,0,0,0,0.1,0,0,0.1,Yes,-111.682857,34.53839,NA,-111.6830088,34.5383973,NA
West Clear,3/16/2022 0:00,280,NA,NA,Available,22.7,Riffle,23,0.38,Gravel,0,0,0,0,0,0,0,0,No,-111.682773,34.538352,NA,-111.6828416,34.53839,NA
West Clear,3/16/2022 0:00,281,NA,NA,Available,26.5,Riffle,61,0.3,Cobble,0.1,0,0,0,0,0,0,0.1,No,-111.682803,34.538273,NA,-111.6827344,34.5382876,NA
West Clear,3/16/2022 0:00,282,NA,NA,Available,6.03,Riffle,58,0.12,Cobble,0.2,0,0,0,0,0,0,0.2,Yes,-111.682748,34.538263,NA,-111.682758,34.5382687,NA
West Clear,3/16/2022 0:00,283,NA,NA,Available,15.3,Pool,62,0.37,Pebble,0.2,0,0,0,0,0,0,0.2,Yes,-111.682657,34.538162,Started 16 m intervals,-111.6827133,34.5382065,NA
West Clear,3/16/2022 0:00,284,NA,NA,Available,12.46,Pool,89,0.46,Boulder,0.4,0,0,0,0,0,0,0.4,Yes,-111.682567,34.538042,NA,-111.6826485,34.5381566,NA
West Clear,3/16/2022 0:00,285,NA,NA,Available,11.22,Pool,88,0.2,Boulder,0.5,0,0,0,0,0,0,0.5,No,-111.682472,34.537948,NA,-111.6825534,34.5380403,NA
West Clear,3/16/2022 0:00,286,NA,NA,Available,10.26,Pool,95,0.11,Cobble,0,0,0,0,0,0,0,0,Yes,-111.682352,34.537877,NA,-111.6824586,34.5379525,NA
West Clear,3/16/2022 0:00,287,NA,NA,Available,12.31,Pool,55,0.11,Cobble,0.1,0,0,0.3,0,0,0,0.4,Yes,-111.682363,34.53774,NA,-111.6823726,34.5378983,NA
West Clear,3/16/2022 0:00,288,NA,NA,Available,12.92,Riffle,74,0,Boulder,0.3,0,0,0,0.2,0,0,0.5,Yes,-111.682118,34.53767,NA,-111.6822671,34.5378548,NA
West Clear,3/16/2022 0:00,289,NA,NA,Available,13.45,Pool,78,0.06,Gravel,0.2,0,0,0,0,0,0,0.2,Yes,-111.681998,34.537593,NA,-111.6821687,34.5376038,NA
West Clear,3/16/2022 0:00,290,NA,NA,Available,11.01,Riffle,24,0.3,Silt,0,0,0,0.4,0,0,0,0.4,Yes,-111.681893,34.53747,NA,-111.6820432,34.5375991,NA
West Clear,3/16/2022 0:00,291,NA,NA,Available,15.1,Pool,65,0.22,Gravel,0.3,0,0,0,0,0,0,0.3,Yes,-111.68179,34.537462,NA,-111.681971,34.5374826,NA
West Clear,3/16/2022 0:00,292,NA,NA,Available,14.23,Pool,30,0.02,Boulder,0.6,0,0,0,0,0,0,0.6,Yes,-111.681757,34.537295,NA,-111.6818656,34.5373565,NA
West Clear,3/16/2022 0:00,293,NA,NA,Available,16.2,Riffle,54,0.33,Cobble,0.4,0,0.05,0,0,0,0,0.45,Yes,-111.681698,34.537188,NA,-111.6817959,34.5372558,NA
West Clear,3/16/2022 0:00,294,NA,NA,Available,14.8,Riffle,73,0.47,Cobble,0.3,0,0.2,0,0,0,0,0.5,Yes,-111.681333,34.53706,NA,-111.6814453,34.5370785,NA
West Clear,3/16/2022 0:00,295,NA,NA,Available,12.4,Riffle,108,0.58,Cobble,0.2,0,0,0,0,0,0,0.2,Yes,-111.681347,34.536983,NA,-111.6813089,34.5370034,NA
West Clear,3/16/2022 0:00,296,NA,NA,Available,13.2,Riffle,85,0.39,Cobble,0.3,0,0.2,0,0,0,0,0.5,Yes,-111.681273,34.536828,NA,-111.6812859,34.5369944,NA
West Clear,3/16/2022 0:00,297,NA,NA,Available,14.3,Riffle,27,0.22,Pebble,0.1,0,0.2,0,0,0,0,0.3,Yes,-111.681048,34.536787,NA,-111.681181,34.5369126,NA
West Clear,3/16/2022 0:00,298,NA,NA,Available,7.33,Riffle,23,0.25,Boulder,0.2,0,0.2,0,0,0,0,0.4,Yes,-111.680978,34.536722,NA,-111.68109,34.5368368,NA
West Clear,3/16/2022 0:00,299,NA,NA,Available,15.3,Pool,46,0.36,Boulder,0.4,0,0,0,0,0,0,0.4,Yes,-111.680847,34.536672,NA,-111.6809501,34.5367497,NA
West Clear,3/16/2022 0:00,300,NA,NA,Available,13.18,Pool,52,0.05,Pebble,0,0,0,0,0,0,0,0,Yes,-111.68075,34.536548,NA,-111.6808766,34.5366827,NA
West Clear,3/16/2022 0:00,301,158,Desert Sucker,Occupied,19.94,Pool,60,0.17,Pebble,0,0,0,0,0,0,0,0,Yes,-111.680723,34.66986,NA,-111.6806738,34.5366161,NA
West Clear,3/16/2022 0:00,302,NA,NA,Available,20.5,Pool,>150,NA,NA,0,0,0,0,0,0,0,0,NA,-111.680552,34.669843,NA,-111.6805715,34.5365753,NA
West Clear,3/16/2022 0:00,303,NA,NA,Available,16.76,Pool,>150,NA,NA,0,0,0,0,0,0,0,0,NA,-111.680485,34.536417,NA,-111.6804613,34.536479,NA
West Clear,3/16/2022 0:00,304,NA,NA,Available,21.87,Pool,>150,NA,NA,0,0,0,0,0,0,0,0,NA,-111.680328,34.536333,NA,-111.6804389,34.5364706,NA
West Clear,3/16/2022 0:00,305,NA,NA,Available,17.43,Pool,>150,NA,NA,0,0,0,0,0,0,0,0,NA,-111.680293,34.536272,NA,-111.6802397,34.5362733,NA
West Clear,3/16/2022 0:00,306,161,Desert Sucker,Occupied,17.6,Pool,>150,NA,NA,0,0,0,0,0,0,0,0,NA,-111.680293,34.536272,NA,-111.6802642,34.5362465,NA
West Clear,3/16/2022 0:00,307,197,Desert Sucker,Occupied,17.6,Pool,>150,NA,NA,0,0,0,0,0,0,0,0,NA,-111.68029,34.536252,NA,-111.6802749,34.5362678,NA
West Clear,3/16/2022 0:00,308,164,Desert Sucker,Occupied,17.6,Pool,>150,NA,NA,0,0,0,0,0,0,0,0,NA,-111.68029,34.536252,NA,-111.6802564,34.5362789,NA
West Clear,3/16/2022 0:00,309,176,Desert Sucker,Occupied,17.6,Pool,>150,NA,NA,0,0,0,0,0,0,0,0,NA,-111.68029,34.536252,NA,-111.680257,34.5362634,NA
West Clear,3/16/2022 0:00,310,169,Desert Sucker,Occupied,17.6,Pool,>150,NA,NA,0,0,0,0,0,0,0,0,NA,-111.68029,34.536252,NA,-111.680269,34.5362551,NA
West Clear,3/16/2022 0:00,311,NA,NA,Available,10.57,Riffle,28,0.31,Cobble,0.2,0,0,0,0,0,0,0.2,Yes,-111.680118,34.53607,NA,-111.6802783,34.5362474,NA
