,Tag,ObjectID,Creation Date,Stream,Month,Site Type,Stream Width,Mesohabitat,Depth,Velocity,Substrate,Substrate Feature,Surface Turbulence,Aquatic Vegetation,Large Woody Debris,Terrestrial Vegetation,Undercut Bank,Instream Cover,Canopy Cover,Longitude,Latitude,Notes,Data Change,Species,Weight,Length,Capture Method,Capture Date,Release,Notes.y
75,NA,63,1/28/2023 20:47,Beaver,January,Available,10.49,Pool,46,0,Gravel,0.2,0,0,0,0,0,0.2,No,34.672852,111.668222,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,64,1/28/2023 20:49,Beaver,January,Available,8.79,Run,49,0.01,Boulder,0.2,0,0,0,0,0,0.2,Yes,34.6728,111.668183,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,65,1/28/2023 20:51,Beaver,January,Available,4.95,Riffle,13,0.22,Boulder,0.45,0,0,0,0,0,0.45,Yes,34.672775,111.668064,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,204,66,1/28/2023 20:53,Beaver,January,Occupied,5.23,Riffle,20,0.25,Boulder,0.3,0,0,0,0,0,0.3,Yes,34.672741,111.668062,NA,NA,Desert Sucker,NA,272,E-fishing,11/5/2022,NA,NA
3,203,67,1/28/2023 20:54,Beaver,January,Occupied,4.57,Riffle,22,0.28,Boulder,0,0,0,0,0,0.2,0.2,Yes,34.672709,111.668021,NA,NA,Desert Sucker,NA,227,E-fishing,11/5/2022,NA,NA
65,NA,68,1/28/2023 20:57,Beaver,January,Available,7.24,Riffle,21,0.43,Cobble,0,0,0,0,0,0,0,Yes,34.672662,111.66801,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,69,1/28/2023 20:58,Beaver,January,Available,9.71,Pool,16,0.05,Cobble,0,0,0,0,0,0,0,No,34.672607,111.667967,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,70,1/28/2023 21:01,Beaver,January,Available,13.67,Pool,>150,NA,Gravel,0,0,0,0,0,0,0,Yes,34.672602,111.667853,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,71,1/28/2023 21:03,Beaver,January,Available,13.93,Pool,40,0,Gravel,0,0,0,0,0,0,0,Yes,34.67259,111.667783,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,72,1/28/2023 21:04,Beaver,January,Available,14.23,Pool,>150,NA,Sand,0,0,0,0,0,0,0,Yes,34.672531,111.667736,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,73,1/28/2023 21:07,Beaver,January,Available,5.62,Riffle,43,0.04,Boulder,0.2,0,0,0,0,0,0.2,Yes,34.672453,111.66758,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,74,1/28/2023 21:08,Beaver,January,Available,5.63,Riffle,32,0.21,Bedrock,0,0,0,0,0,0.15,0.15,No,34.672547,111.667479,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,75,1/28/2023 21:10,Beaver,January,Available,4.31,Riffle,28,0.56,Cobble,0.2,0.1,0,0,0,0,0.3,NA,34.672542,111.667504,NA,Could not confirm canopy one way or another with photo,NA,NA,NA,NA,NA,NA,NA
73,NA,76,1/28/2023 21:12,Beaver,January,Available,15.21,Riffle,12,0.03,Cobble,0.15,0,0,0,0,0,0.15,Yes,34.67253,111.667319,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,77,1/28/2023 21:14,Beaver,January,Available,13.68,Riffle,16,0.21,Boulder,0,0,0,0,0,0,0,Yes,34.672513,111.667249,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,78,1/28/2023 21:15,Beaver,January,Available,9.83,Pool,45,0.02,Cobble,0.15,0,0,0,0,0,0.15,Yes,34.672644,111.667148,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,79,1/28/2023 21:17,Beaver,January,Available,9.34,Pool,29,0.05,Cobble,0,0,0,0,0,0,0,Yes,34.672592,111.667053,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,80,1/28/2023 21:19,Beaver,January,Available,5.83,Pool,91,0.01,Gravel,0.1,0,0,0,0,0,0.1,Yes,34.672606,111.667038,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,81,1/28/2023 21:21,Beaver,January,Available,7.84,Riffle,31,0.67,Cobble,0,0.4,0,0,0,0,0.4,Yes,34.672627,111.666886,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,82,1/28/2023 21:23,Beaver,January,Available,7.66,Riffle,25,0.27,Boulder,0.2,0,0,0,0,0,0.2,Yes,34.672694,111.666829,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,83,1/28/2023 21:23,Beaver,January,Available,7.66,Riffle,25,0.27,Boulder,0.2,0,0,0,0,0,0.2,Yes,34.672694,111.666829,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,84,1/28/2023 21:25,Beaver,January,Available,6.19,Riffle,28,0.04,Cobble,0.1,0,0,0,0.05,0,0.15,Yes,34.672743,111.666772,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,85,1/28/2023 21:27,Beaver,January,Available,6.67,Riffle,16,0.14,Cobble,0,0,0,0,0,0,0,No,34.672881,111.666651,NA,"Changed canopy to no, confirmed with photo",NA,NA,NA,NA,NA,NA,NA
83,NA,86,1/28/2023 21:28,Beaver,January,Available,6.57,Riffle,13,0,Pebble,0.15,0,0,0,0.02,0,0.17,Yes,34.672869,111.66658,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,87,1/28/2023 21:30,Beaver,January,Available,8.12,Pool,30,0.16,Boulder,0,0,0,0,0,0,0,No,34.672972,111.66646,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,88,1/28/2023 21:32,Beaver,January,Available,8.62,Pool,58,0.02,Sand,0,0,0,0,0,0,0,No,34.673013,111.666388,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,89,1/28/2023 21:34,Beaver,January,Available,8.17,Pool,66,0,Cobble,0.1,0,0,0,0,0,0.1,Yes,34.673029,111.666266,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,90,1/28/2023 21:37,Beaver,January,Available,6.79,Pool,90,0.03,Sand,0,0,0,0,0,0,0,Yes,34.673163,111.666187,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,91,1/28/2023 21:39,Beaver,January,Available,5.12,Riffle,12,0.08,Cobble,0.1,0,0,0,0,0,0.1,No,34.673181,111.666138,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,92,1/28/2023 21:41,Beaver,January,Available,5.45,Pool,45,0.1,Cobble,0,0,0,0,0,0,0,Yes,34.673189,111.666273,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,93,1/28/2023 21:42,Beaver,January,Available,5.67,Pool,25,0.19,Cobble,0,0,0,0,0,0,0,No,34.67312,111.666328,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,94,1/28/2023 21:45,Beaver,January,Available,6.67,Pool,34,0.12,Bedrock,0,0,0,0,0,0,0,No,34.673066,111.666433,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,95,1/28/2023 21:47,Beaver,January,Available,5.34,Pool,35,0,Bedrock,0,0,0,0,0,0,0,Yes,34.673026,111.66656,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,96,1/28/2023 21:49,Beaver,January,Available,8.98,Pool,68,0,Bedrock,0,0,0,0,0,0,0,No,34.673,111.666657,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,97,1/28/2023 21:52,Beaver,January,Available,8.79,Pool,18,0.02,Sand,0,0,0,0,0,0,0,No,34.673003,111.666768,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,98,1/28/2023 21:55,Beaver,January,Available,6.87,Pool,47,0.02,Bedrock,0,0,0,0,0,0,0,No,34.672933,111.666857,NA,Silt on bedrock- primary substrate bedrock,NA,NA,NA,NA,NA,NA,NA
